id,file_dir,content
1881,E:\DATN\dataframe\train_file\29.txt,O\big(n \times \log(k)\big)
1882,E:\DATN\dataframe\train_file\29.txt,O(n×log(k)).
1883,E:\DATN\dataframe\train_file\29.txt,Ngôn ngữ C++:
1884,E:\DATN\dataframe\train_file\29.txt,#include <bits/stdc++.h>
1885,E:\DATN\dataframe\train_file\29.txt,using namespace std;
1886,E:\DATN\dataframe\train_file\29.txt,"void enter(int &n, int &k, vector < string > &a)"
1887,E:\DATN\dataframe\train_file\29.txt,    cin >> n >> k;
1888,E:\DATN\dataframe\train_file\29.txt,    a.resize(n + 1);
1889,E:\DATN\dataframe\train_file\29.txt,    for (int i = 1; i <= n; ++i)
1890,E:\DATN\dataframe\train_file\29.txt,        cin >> a[i];
1891,E:\DATN\dataframe\train_file\29.txt,"void solution(int n, int k, vector < string > &a)"
1892,E:\DATN\dataframe\train_file\29.txt,    int res = 0;
1893,E:\DATN\dataframe\train_file\29.txt,    for (int i = 1; i <= n; ++i)
1894,E:\DATN\dataframe\train_file\29.txt,        set < char > digits;
1895,E:\DATN\dataframe\train_file\29.txt,        for (char d: a[i])
1896,E:\DATN\dataframe\train_file\29.txt,            if (d - '0' > k)
1897,E:\DATN\dataframe\train_file\29.txt,        res += (digits.size() == k + 1);
1898,E:\DATN\dataframe\train_file\29.txt,    cout << res;
1899,E:\DATN\dataframe\train_file\29.txt,"    int n, k;"
1900,E:\DATN\dataframe\train_file\29.txt,    vector < string > a;
1901,E:\DATN\dataframe\train_file\29.txt,"    enter(n, k, a);"
1902,E:\DATN\dataframe\train_file\29.txt,"    solution(n, k, a);"
1903,E:\DATN\dataframe\train_file\29.txt,    return 0;
1904,E:\DATN\dataframe\train_file\29.txt,Ngôn ngữ Python:
1905,E:\DATN\dataframe\train_file\29.txt,if __name__ == '__main__':
1906,E:\DATN\dataframe\train_file\29.txt,"    n, k = map(int, input().split())"
1907,E:\DATN\dataframe\train_file\29.txt,    res = 0
1908,E:\DATN\dataframe\train_file\29.txt,    for _ in range(n):
1909,E:\DATN\dataframe\train_file\29.txt,        a = input()
1910,E:\DATN\dataframe\train_file\29.txt,        digits = set()
1911,E:\DATN\dataframe\train_file\29.txt,        for d in a:
1912,E:\DATN\dataframe\train_file\29.txt,            if int(d) > k:
1913,E:\DATN\dataframe\train_file\29.txt,        if len(digits) == k + 1:
1914,E:\DATN\dataframe\train_file\29.txt,            res += 1
1915,E:\DATN\dataframe\train_file\29.txt,V. Tài liệu tham khảo
1916,E:\DATN\dataframe\train_file\3.txt,Ứng dụng Deep Learning xây dựng bộ dịch Tiếng Việt mới về Tiếng Việt cũ
1917,E:\DATN\dataframe\train_file\3.txt,Xin chào các bạn.
1918,E:\DATN\dataframe\train_file\3.txt,Nếu các bạn đã theo dõi trong bài viết trước của mình  thì có thấy là mình đã giới thiệu một ứng dụng nhỏ đó chính là chuyển đổi từ Tiếng Việt cũ về Tiếng Việt mới và trong phần cuối cùng của bài viết đó mình có đề cập đến một phần mới đó là ứng dụng chuyển đổi từ Tiếng Việt mới về Tiếng Việt cũ và cũng đã giới thiệu một mô hình Deep Learning được gợi ý để thực hiện vấn đề này đó chính là LSTM - Long Short Term Memory tuy nhiên mình vẫn chưa có thời gian viết rõ ràng cho các bạn.
1919,E:\DATN\dataframe\train_file\3.txt,Và bài viết này giúp giải thích rõ ràng hơn về vấn đề đó.
1920,E:\DATN\dataframe\train_file\3.txt,Mình tin rằng đây sẽ là một chủ đề hết sức thú vị đó.
1921,E:\DATN\dataframe\train_file\3.txt,OK chúng ta bắt đầu thôi các bạn nhé.
1922,E:\DATN\dataframe\train_file\3.txt,Tổng quan về Tiếng Việt mới.
1923,E:\DATN\dataframe\train_file\3.txt,"Trước hết cần phải nói lại một chút về vấn đề này, dù rằng cộng đồng mạng phản đối khá gay gắt về vấn đề này tuy nhiên đứng trên khía cạnh kĩ thuật mà nói thì chúng ta thấy có rất nhiều ứng dụng hay ho có thể thực hiện từ đề xuất cải tiến Tiếng Việt mới này."
1924,E:\DATN\dataframe\train_file\3.txt,Tất nhiên ý kiến này của mình chỉ dựa trên quan điểm kĩ thuật thôi nhé các bạn.
1925,E:\DATN\dataframe\train_file\3.txt,Giống như  mình đã đề cập khá kĩ về phương pháp chuyển đổi của GS Bùi Hiển.
1926,E:\DATN\dataframe\train_file\3.txt,Trên khía cạnh kĩ thuật các bạn có thể thực hiện nó dễ dàng bằng một Regex như sau:
1927,E:\DATN\dataframe\train_file\3.txt,class VnConverter(object):
1928,E:\DATN\dataframe\train_file\3.txt,"    def __init__(self, str):"
1929,E:\DATN\dataframe\train_file\3.txt,        self.str = str
1930,E:\DATN\dataframe\train_file\3.txt,"            ['k(h|H)', 'x'],"
1931,E:\DATN\dataframe\train_file\3.txt,"            ['K(h|H)', 'X'],"
1932,E:\DATN\dataframe\train_file\3.txt,"(h|H))|q', 'k'],"
1933,E:\DATN\dataframe\train_file\3.txt,"(h|H))|Q', 'K'],"
1934,E:\DATN\dataframe\train_file\3.txt,"            ['t(r|R)|c(h|H)', 'c'],"
1935,E:\DATN\dataframe\train_file\3.txt,"            ['T(r|R)|C(h|H)', 'C'],"
1936,E:\DATN\dataframe\train_file\3.txt,"            ['d|g(i|I)|r', 'z'],"
1937,E:\DATN\dataframe\train_file\3.txt,"            ['D|G(i|I)|R', 'Z'],"
1938,E:\DATN\dataframe\train_file\3.txt,"            ['g(i|ì|í|ỉ|ĩ|ị|I|Ì|Í|Ỉ|Ĩ|Ị)', r'z\1'],"
1939,E:\DATN\dataframe\train_file\3.txt,"            ['G(i|ì|í|ỉ|ĩ|ị|I|Ì|Í|Ỉ|Ĩ|Ị)', r'Z\1'],"
1940,E:\DATN\dataframe\train_file\3.txt,"            ['đ', 'd'],"
1941,E:\DATN\dataframe\train_file\3.txt,"            ['Đ', 'D'],"
1942,E:\DATN\dataframe\train_file\3.txt,"            ['p(h|H)', 'f'],"
1943,E:\DATN\dataframe\train_file\3.txt,"            ['P(h|H)', 'F'],"
1944,E:\DATN\dataframe\train_file\3.txt,"            ['(g|G)(h|H)', 'g'],"
1945,E:\DATN\dataframe\train_file\3.txt,"            ['t(h|H)', 'w'],"
1946,E:\DATN\dataframe\train_file\3.txt,"            ['T(h|H)', 'W'],"
1947,E:\DATN\dataframe\train_file\3.txt,"            ['(n|N)(h|H)', 'n\'']"
1948,E:\DATN\dataframe\train_file\3.txt,Về mặt toán học chúng ta có thể thấy đây là một ánh xạ từ một tập từ vựng vocabulary trong Tiếng Việt hiện hành sang một tập từ vựng mới nhỏ hơn tạm gọi là vocabulary Bùi Hiển.
1949,E:\DATN\dataframe\train_file\3.txt,Với biểu thức chính quy như trên chúng ta có thể dễ dàng thực hiện việc chuyển đổi này bằng một hàm như sau.
1950,E:\DATN\dataframe\train_file\3.txt,Các bạn viết trong cùng class VnConverter bên trên nhé:
1951,E:\DATN\dataframe\train_file\3.txt,   def convert(self):
1952,E:\DATN\dataframe\train_file\3.txt,        for map in self.maps:
1953,E:\DATN\dataframe\train_file\3.txt,"            self.str = re.sub(re.compile(map[0]), map[1], self.str)"
1954,E:\DATN\dataframe\train_file\3.txt,        return self.str
1955,E:\DATN\dataframe\train_file\3.txt,Việc chuyển đổi này được coi là một hàm tuyến tính và chúng ta có thể có kết quả như sau:  Tuy nhiên như chúng ta đã biết.
1956,E:\DATN\dataframe\train_file\3.txt,Chính vì phương pháp này làm giảm đi số lượng kí tự nên rõ ràng việc chúng ta cố tình suy đoán xem chữ mới này biếu diễn bằng chữ cũ nào là một việc vô cùng khó khăn hay nói cách khác chúng ta không thể sử dụng một biểu thức chính quy để chuyển đổi một cách tuyến tính được.
1957,E:\DATN\dataframe\train_file\3.txt,Đây là một biến đổi dạng phi tuyến và là một vấn đề khá là khoai tây nếu như chúng ta không áp dụng các phương pháp của học máy hiện đại.
1958,E:\DATN\dataframe\train_file\3.txt,Chúng ta sẽ cùng thảo luận kĩ hơn về vấn đề này trong phần sau nhé
1959,E:\DATN\dataframe\train_file\3.txt,Chuyển chữ mới về chữ cũ - làm như thế nào??
1960,E:\DATN\dataframe\train_file\3.txt,Như mình đã đề cập bên trên thì việc chuyển đổi từ chữ mới về chữ cũ có thể được biểu diễn bằng một hàm như sau:
1961,E:\DATN\dataframe\train_file\3.txt,Một câu hỏi cho các bạn là hàm f trên là gì.
1962,E:\DATN\dataframe\train_file\3.txt,Tôi cũng không biết cụ thể nó là như thế nào và tôi tin rằng các bạn cũng vậy.
1963,E:\DATN\dataframe\train_file\3.txt,Chính vì thế việc cần làm của chúng ta đó là tìm ra hàm f nêu trên.
1964,E:\DATN\dataframe\train_file\3.txt,Các phương pháp đi tìm hàm f ẩn cho mỗi vấn đề thương làm người ta liên tưởng đến Machine Learning và thật đúng như vậy.
1965,E:\DATN\dataframe\train_file\3.txt,Tất cả mọi thứ phức tạp nhất trên cuộc đời này để có thể biểu diễn bằng một hàm f dạng như thế.
1966,E:\DATN\dataframe\train_file\3.txt,Trong Machine Learning chúng có thể là một matrix giống như Linear Regression cũng có thể là một hyperplane giống như trong SVM hoặc cũng có thể là một mạng nơ ron giống như trong cách tiếp cận của Deep Learning và còn là những thứ gì khác nữa mà hiện tại con người chưa khám phá ra được.
1967,E:\DATN\dataframe\train_file\3.txt,Vấn đề mà chúng ta đang đề cập đến tại đây là một dạng của machine translation hay còn gọi là dịch máy.
1968,E:\DATN\dataframe\train_file\3.txt,Chắc có lẽ một công cụ đã không còn xa lạ gì với tất cả chúng ta đó chính là Google Dịch về bản chất nó cũng sử dụng các kĩ thuật Deep Learning mà tôi sẽ trình bày với các bạn trong bài viết này.
1969,E:\DATN\dataframe\train_file\3.txt,Nhưng không phải là để dịch Tiếng Anh sang Tiếng Việt mà là để dịch Tiếq Việt sang Tiếng Việt
1970,E:\DATN\dataframe\train_file\3.txt,Việc dịch này được thực hiện dựa trên một mô hình gọi là Sequence to Sequence mà mình sẽ giới thiệu chi tiết cho các bạn sau đây.
1971,E:\DATN\dataframe\train_file\3.txt,Nhưng trước hết có thể bạn sẽ có một câu hỏi rằng tại sao không sử dụng phương pháp dịch từng từ một rồi ghép chúng lại với nhau.
1972,E:\DATN\dataframe\train_file\3.txt,Câu trả lời là việc dịch như thế đôi khi làm cho câu dịch bị mất đi ý nghĩa và đọc lên cảm thấy rất là vô hồn hơn nữa nó là mất đi các quy tắc về ngữ pháp trong ngôn ngữ đích nếu như chúng ta không xây dựng một tập luật - rules để xác định cách biểu diễn ngôn ngữ đích sao cho đúng ngữ pháp.
1973,E:\DATN\dataframe\train_file\3.txt,Mô hình Sequence to Sequence giải quyết được hoàn toàn hai vấn đề trên.
1974,E:\DATN\dataframe\train_file\3.txt,Bây giờ chúng ta sẽ cùng nhau tìm hiểu về mô hình thần thánh này nhé
1975,E:\DATN\dataframe\train_file\3.txt,Mô hình Sequence to Sequence
1976,E:\DATN\dataframe\train_file\3.txt,Có thể nói mô hình Sequence to Sequence mang lại một hiệu quả vô cùng to lớn cho thế giới hiện đại của chúng ta.
1977,E:\DATN\dataframe\train_file\3.txt,"Rất nhiều những ý tưởng mang tầm cỡ thế kĩ được sinh ra từ chúng như các trợ lý ảo, các hệ thống dịch tự động, các hệ thống tự động sinh caption cho ảnh / video hay chatbot."
1978,E:\DATN\dataframe\train_file\3.txt,Về bản chất mô hình này gồm có hai pha.
1979,E:\DATN\dataframe\train_file\3.txt,Chúng ta có thể hiểu nôm na như sau:
1980,E:\DATN\dataframe\train_file\3.txt,Pha 1 - Encoder: Pha encoder này có nhiệm vụ hiểu được thông tin của dữ liệu đầu vào.
1981,E:\DATN\dataframe\train_file\3.txt,Việc hiểu này có nghĩa là mô hình hóa được bản chất của dữ lệu đầu vào.
1982,E:\DATN\dataframe\train_file\3.txt,Chẳng hạn như trong bài toán của chúng ta đó chính là Tiếng Việt mới.
1983,E:\DATN\dataframe\train_file\3.txt,Thông thường người ta sẽ sử dụng mạng nơ ron hồi quy - RNN để biểu diễn thông tin cho các dữ liệu trong NLP vì dữ liệu NLP có đặc tính là phụ thuộc theo chuỗi (từ sau phụ thuộc vào từ đứng trước đó).
1984,E:\DATN\dataframe\train_file\3.txt,Đây cũng chính là lý do người ta lựa chọn RNN để mô hình hóa ngôn ngữ trong dịch máy.
1985,E:\DATN\dataframe\train_file\3.txt,Tránh tình trạng sinh ra những câu vô nghĩa như bên trên mình đã đề cập
1986,E:\DATN\dataframe\train_file\3.txt,Pha 2 - Decoder Pha decoder này có nhiệm vụ chuyển đổi từ output của pha 1.
1987,E:\DATN\dataframe\train_file\3.txt,Tức là một thought vector - vector suy diễn biểu diễn ngữ nghĩa của câu nguồn - sang cấu trúc của câu đích (câu cần dịch).
1988,E:\DATN\dataframe\train_file\3.txt,Chúng ta có thể thấy rõ điều này trong sơ đồ sau:
1989,E:\DATN\dataframe\train_file\3.txt,Mạng nơ ron LSTM - Long Short Term Memory
1990,E:\DATN\dataframe\train_file\3.txt,Trong các bước encoder và decoder trong mô hình seq2seq người ta thường sử dụng một kiến trúc mở rộng của mạng nơ ron hồi quy RNN đó chính là LSTM.
1991,E:\DATN\dataframe\train_file\3.txt,Mạng LSTM được sinh ra với mục đích giúp cho RNN có thể nhớ được những phụ thuộc xa trong chuỗi dữ liệu.
1992,E:\DATN\dataframe\train_file\3.txt,"Điều này cũng giống như cách mà bộ nhớ của con người hoạt động, chúng ta không bắt đầu suy nghĩ của chúng ta từ con số 0 (đây là cách mà các mạng nơ ron truyền thống áp dụng) mà chúng ta sẽ liên tưởng và ghép nối các thông tin từ các sự kiện đã xảy ra trước đó."
1993,E:\DATN\dataframe\train_file\3.txt,Đây chính là tư tưởng của mạng RNN.
1994,E:\DATN\dataframe\train_file\3.txt,Tuy nhiên trong mạng RNN truyền thống chỉ lấy đầu ra của bước trước đó làm đầu vào của bước hiện tại.
1995,E:\DATN\dataframe\train_file\3.txt,Tuy nhiên do một số vấn đề về mất mát hoặc bùng nổ đạo hàm - vanishing / exploding gradient trong quá trình tính toán back propagation mà mạng RNN truyền thống không thể nhớ được các phụ thuộc xa trong dữ liệu.
1996,E:\DATN\dataframe\train_file\3.txt,Tức là nó bị đãng trí.
1997,E:\DATN\dataframe\train_file\3.txt,Để khắc phục tình trạng đãng trí này người ta đề xuất mô hình LSTM bằng cách thêm vào một số cải tiến như sau:
1998,E:\DATN\dataframe\train_file\3.txt,"Thêm vào mạng một trạng thái tế bào - cell state sử dụng để lưu trữ và lan truyền các thông tin có ích trong mạng, nó tương tự như một bộ nhớ cục bộ của mạng."
1999,E:\DATN\dataframe\train_file\3.txt,Bổ sung thêm cổng quên - forget gate để loại bỏ những thông tin không quan trọng.
2000,E:\DATN\dataframe\train_file\3.txt,Việc quyết định thông tin nào được giữ lại thông tin nào được loại bỏ đi chính là ở bước này.
2001,E:\DATN\dataframe\train_file\3.txt,Và đương nhiên là chúng ta cần tìm ra một ma trận
2002,E:\DATN\dataframe\train_file\3.txt, để khi nhân ma trận này với thông tin đầu vào chúng ta sẽ quyết định được thông tin đó có đi vào trạng thái tế bào ở lần lặp tiếp theo hay không.
2003,E:\DATN\dataframe\train_file\3.txt,Bổ sung một cổng input - input gate và cũng với một ma trận
2004,E:\DATN\dataframe\train_file\3.txt, để thể hiện thông tin mới được đưa vào (ví dụ như từ hiện tại mà mạng LSTM đang chạy qua).
2005,E:\DATN\dataframe\train_file\3.txt,Mình chỉ nói ở mức cơ bản như vậy thôi nhé.
2006,E:\DATN\dataframe\train_file\3.txt,Các bạn muốn tìm hiểu có thể tham khảo thêm trong .
2007,E:\DATN\dataframe\train_file\3.txt,Giờ chúng ta sẽ tìm hiểu xem cách mà chúng ta cần triển khai một bộ dịch Tiếng Việt như thế nào.
2008,E:\DATN\dataframe\train_file\3.txt,Xây dựng bộ dịch Tiếng Việt mới sang Tiếng Việt cũ
2009,E:\DATN\dataframe\train_file\3.txt,Bước 1: Thu thập dữ liệu
2010,E:\DATN\dataframe\train_file\3.txt,Dữ liệu là một thứ không thể thiếu được với bất kì một ứng dụng Machine Learning nào.
2011,E:\DATN\dataframe\train_file\3.txt,Chúng ta sẽ không thể làm được gì nếu như không có dữ liệu phải không nào.
2012,E:\DATN\dataframe\train_file\3.txt,Các bạn có thể viết các tool crawler để crawl các dữ liệu từ trên mạng về rồi lưu vào file.
2013,E:\DATN\dataframe\train_file\3.txt,Tuy nhiên trong đây mình có sử dụng một tập dữ liệu nhỏ mà mình crawl được từ trên các trang báo mạng về rồi tổng hợp thành một file các bạn có thể download nó về .
2014,E:\DATN\dataframe\train_file\3.txt,"Tiếp theo, do mô hình LSTM sẽ nhận đầu vào là từng câu trong tập dữ liệu nên chúng ta cần phải thực hiện bước tách câu cho tiếng việt và thêm kí tự kết thúc (ví dụ như dấu chấm) vào cuối câu đó."
2015,E:\DATN\dataframe\train_file\3.txt,Các bạn có thể download thêm nhiều dữ liệu khác và đặt vào cùng một thư mục data như hình sau:
2016,E:\DATN\dataframe\train_file\3.txt,Sau khi chuẩn bị xong dữ liệu chúng ta tiến hành load dữ liệu nhé
2017,E:\DATN\dataframe\train_file\3.txt,Bước 2: Xây dựng tập dữ liệu
2018,E:\DATN\dataframe\train_file\3.txt,Bước này khá đơn giản cũng không có gì phải bàn nhiều.
2019,E:\DATN\dataframe\train_file\3.txt,Các bạn tiến hành đọc tất cả các file dữ liệu của các bạn trong thư mục data/ vừa rồi
2020,E:\DATN\dataframe\train_file\3.txt,DATA_PATH = 'data/'
2021,E:\DATN\dataframe\train_file\3.txt,class DataLoader(object):
2022,E:\DATN\dataframe\train_file\3.txt,"    def __init__(self, path = DATA_PATH):"
2023,E:\DATN\dataframe\train_file\3.txt,        self.path = path
2024,E:\DATN\dataframe\train_file\3.txt,    def load_source_data(self):
2025,E:\DATN\dataframe\train_file\3.txt,        files = glob.glob('{}*.txt'.format(self.path))
2026,E:\DATN\dataframe\train_file\3.txt,"        data = [open(f, 'rb').read().decode('utf-8') for f in files]"
2027,E:\DATN\dataframe\train_file\3.txt,        return data
2028,E:\DATN\dataframe\train_file\3.txt,Tiếp theo chúng ta cần viết một hàm tách tập dữ liệu txt của chúng ta thành các câu đơn lẻ.
2029,E:\DATN\dataframe\train_file\3.txt,Kết quả là chúng ta sẽ có một list các câu đơn lẻ trong tập dữ liệu.
2030,E:\DATN\dataframe\train_file\3.txt,Ở đây để cho đơn giản mình sử dụng một công cụ tách câu của thư viện nltk.
2031,E:\DATN\dataframe\train_file\3.txt,Các bạn thực hiện như sau
2032,E:\DATN\dataframe\train_file\3.txt,   def load_source_sentences(self):
2033,E:\DATN\dataframe\train_file\3.txt,        source_data = self.load_source_data()
2034,E:\DATN\dataframe\train_file\3.txt,"        return [sent.replace('\n', ' ') for d in tqdm(source_data) for sent in sent_tokenize(d)]"
2035,E:\DATN\dataframe\train_file\3.txt,Chúng ta thử xem kết quả thực hiện của hàm trên.
2036,E:\DATN\dataframe\train_file\3.txt,if __name__ == '__main__':
2037,E:\DATN\dataframe\train_file\3.txt,    old_sentences = DataLoader().load_source_sentences()
2038,E:\DATN\dataframe\train_file\3.txt,">>> ['Đối với tôi, câu chuyện này bắt đầu 15 năm trước, khi tôi còn là một bác sĩ tế bần tại Đại học Chicago."
2039,E:\DATN\dataframe\train_file\3.txt,"', 'Tôi chăm sóc những người đang hấp hối và gia đình của họ ở Nam Chicago.']"
2040,E:\DATN\dataframe\train_file\3.txt,Đây chính là các câu ở trong tiếng việt của chúng ta sử dụng.
2041,E:\DATN\dataframe\train_file\3.txt,Giờ chúng ta sẽ sử dụng hàm convert trong class VnConverter phía trên để thực hiện chuyển đổi câu này sang Tiếng Việt mới nhé.
2042,E:\DATN\dataframe\train_file\3.txt,   def load_dict_sentences(self):
2043,E:\DATN\dataframe\train_file\3.txt,        source_sentences = self.load_source_sentences()
2044,E:\DATN\dataframe\train_file\3.txt,        return [VnConverter(sent).convert() for sent in source_sentences]
2045,E:\DATN\dataframe\train_file\3.txt,chúng ta cũng thử xem kết quả của hàm này xem sao:
2046,E:\DATN\dataframe\train_file\3.txt,if __name__ == '__main__':
2047,E:\DATN\dataframe\train_file\3.txt,    new_sentences = DataLoader().load_dict_sentences()
2048,E:\DATN\dataframe\train_file\3.txt,"    >>> ['Dối với tôi, kâu cuyện này bắt dầu 15 năm cướk, xi tôi kòn là một bák sĩ tế bần tại Dại họk Cikago."
2049,E:\DATN\dataframe\train_file\3.txt,"', ""Tôi căm sók n'ữq qười daq hấp hối và za dìn' kủa họ ở Nam Cikago.""]"
2050,E:\DATN\dataframe\train_file\3.txt,Vậy là chúng ta đã có hai tập dữ liệu việc còn lại là dump nó ra thành từng file.
2051,E:\DATN\dataframe\train_file\3.txt,Chúng ta sử dụng hàm sau
2052,E:\DATN\dataframe\train_file\3.txt,"   def dump_to_txt(self, sentences, filename):"
2053,E:\DATN\dataframe\train_file\3.txt,"        with open(file=filename, mode='a') as file:"
2054,E:\DATN\dataframe\train_file\3.txt,            for sent in sentences:
2055,E:\DATN\dataframe\train_file\3.txt,                file.write(sent + '\n')
2056,E:\DATN\dataframe\train_file\3.txt,"Như vậy sau bước chuẩn bị dữ liệu chúng ta đã có hai file, file nguồn và file đích tương ứng với nhau về số dòng."
2057,E:\DATN\dataframe\train_file\3.txt,"File nguồn chính là Tiếng Việt mới của Bùi Hiển, file nguồn là Tiếng Việt của chúng ta đang dùng."
2058,E:\DATN\dataframe\train_file\3.txt,Chúng ta tiến hành chia dữ liệu thành hai phần traning và tessting nữa là xong.
2059,E:\DATN\dataframe\train_file\3.txt,Các bạn có thể thực hiện như sau:
2060,E:\DATN\dataframe\train_file\3.txt,   ratio = 0.8
2061,E:\DATN\dataframe\train_file\3.txt,"    DataLoader().dump_to_txt(sentences=old_sentences[:int(len(old_sentences) * ratio)], filename=DATA_PATH + 'train_old_sentences.txt')"
2062,E:\DATN\dataframe\train_file\3.txt,"    DataLoader().dump_to_txt(sentences=new_sentences[:int(len(new_sentences) * ratio)], filename=DATA_PATH + 'train_new_sentences.txt')"
2063,E:\DATN\dataframe\train_file\3.txt,"    DataLoader().dump_to_txt(sentences=old_sentences[int(len(old_sentences) * ratio):], filename=DATA_PATH + 'test_old_sentences.txt')"
2064,E:\DATN\dataframe\train_file\3.txt,"    DataLoader().dump_to_txt(sentences=new_sentences[int(len(new_sentences) * ratio):], filename=DATA_PATH + 'test_new_sentences.txt')"
2065,E:\DATN\dataframe\train_file\3.txt,Sau bước này chúng ta sẽ có tập dữ liệu như sau:
2066,E:\DATN\dataframe\train_file\3.txt,Tập dữ liệu này sẽ được sử dụng để training mô hình học máy của chúng ta.
2067,E:\DATN\dataframe\train_file\3.txt,Training mô hình
2068,E:\DATN\dataframe\train_file\3.txt,Về mặt lý thuyết chúng ta có thể tự impliment một mô hình Machine Translation với các thư viện của Tensorflow tuy nhiên trong phạm vi của bài viết quá dài mình không thể trình bày hết các bước impliment được nên mình quyết định sử dụng một thư viện hỗ trợ khá tốt việc training các mô hình dịch máy đó chính là .
2069,E:\DATN\dataframe\train_file\3.txt,Các bạn cài đặt theo như hướng dẫn và tiến hành trainng bằng câu lệnh như sau:
2070,E:\DATN\dataframe\train_file\3.txt,cd data
2071,E:\DATN\dataframe\train_file\3.txt,python -m sockeye.train --source train_new_sentences.txt \
2072,E:\DATN\dataframe\train_file\3.txt,                       --target train_old_sentences.txt \
2073,E:\DATN\dataframe\train_file\3.txt,                       --validation-source test_new_sentences.txt \
2074,E:\DATN\dataframe\train_file\3.txt,                       --validation-target test_old_sentences.txt \
2075,E:\DATN\dataframe\train_file\3.txt,                        --num-embed 256 \
2076,E:\DATN\dataframe\train_file\3.txt,                        --rnn-num-hidden 512 \
2077,E:\DATN\dataframe\train_file\3.txt,                        --rnn-attention-type dot \
2078,E:\DATN\dataframe\train_file\3.txt,                        --max-seq-len 60 \
2079,E:\DATN\dataframe\train_file\3.txt,                        --decode-and-evaluate 500 \
2080,E:\DATN\dataframe\train_file\3.txt,                       --output model_sockeye
2081,E:\DATN\dataframe\train_file\3.txt,Sau khi training một thời gian đủ dài (khoảng 20 epochs) các bạn sẽ thu được một model dịch máy (khoảng 10GB) và sử dụng model đó trong việc dịch ngược từ Tiếng Việt mới về Tiếng Việt cũ.
2082,E:\DATN\dataframe\train_file\3.txt,Dịch ngược Tiếng Việt mới về Tiếng Việt cũ
2083,E:\DATN\dataframe\train_file\3.txt,Sau khi có mô hình các bạn có thể dịch ngược một câu Tiếng Việt mới bất kì như sau:
2084,E:\DATN\dataframe\train_file\3.txt,"echo ""Căm năm coq kõi qười ta."""
2085,E:\DATN\dataframe\train_file\3.txt,| python -m sockeye.translate --models model_sockeye --use-cpu
2086,E:\DATN\dataframe\train_file\3.txt,>>> Trăm năm trong cõi người ta.
2087,E:\DATN\dataframe\train_file\3.txt,"echo ""Và nó xôq cỉ zõ kái zì daq xảy za Một số kâu hỏi dượk dặt za qay lập tứk."""
2088,E:\DATN\dataframe\train_file\3.txt,| python -m sockeye.translate --models model_sockeye --use-cpu
2089,E:\DATN\dataframe\train_file\3.txt,>>> Và nó không chỉ rõ cái gì đang xảy ra Một số câu hỏi được đặt ra ngay lập tức.
2090,E:\DATN\dataframe\train_file\3.txt,Độ chính xác của mô hình hiện tại mình đang sử dụng khoảng 70% do thời gian training không nhiều cũng như dữ liệu training không đủ.
2091,E:\DATN\dataframe\train_file\3.txt,Bạn đọc có thể tự mình tạo thêm dữ liệu với các bước ở trên đồng thời có thể tự impliment một bộ Machine Translation của riêng mình mà không phụ thuộc vào thư viện của bên thứ 3.
2092,E:\DATN\dataframe\train_file\3.txt,Chúc các bạn cuối tuần vui vẻ.
2093,E:\DATN\dataframe\train_file\3.txt,Source code
2094,E:\DATN\dataframe\train_file\3.txt,Các bạn có thể tham khảo source code của bài viết tại
2095,E:\DATN\dataframe\train_file\3.txt,Với mô hình Deep Learning chúng ta hoàn toàn có thể xây dựng được một bộ dịch từ Tiếng Việt của Bùi Hiển về Tiếng Việt hiện tại.
2096,E:\DATN\dataframe\train_file\3.txt,"Tuy nhiên mình không khuyến khích điều này, mặc dù nó chứng minh một điều rằng nếu như nắm trong tay công nghệ, chúng ta hoàn toàn có thể giải quyết được đa số vấn đề của thế giới."
2097,E:\DATN\dataframe\train_file\3.txt,"Vậy nên, Dù là thay đổi bất cứ điều gì, chúng ta là dân công nghệ thì không phải sợ."
2098,E:\DATN\dataframe\train_file\30.txt,Cây và Tính toán biểu thức
2099,E:\DATN\dataframe\train_file\30.txt,I. Cây
2100,E:\DATN\dataframe\train_file\30.txt,Định nghĩa cây và các khái niệm quan trọng
2101,E:\DATN\dataframe\train_file\30.txt,"Trong chuyên đề này, cấu trúc dữ liệu mà chúng ta quan tâm đến là Cấu trúc cây."
2102,E:\DATN\dataframe\train_file\30.txt,"Thực tế, các bài toán dùng trực tiếp cây có rất ít, kèm theo sự phát triển của các ngôn ngữ lập trình khiến cho việc cài đặt thủ công những cấu trúc dữ liệu theo mô hình cây không còn cần thiết nữa."
2103,E:\DATN\dataframe\train_file\30.txt,"Vì vậy, mục tiêu của tôi là giới thiệu tới các bạn những khái niệm căn bản về cây, chủ yếu là để phục vụ cho các cấu trúc dữ liệu phức tạp hơn sau này mà dựa trên mô hình cây (chẳng hạn như Interval Tree hay Binary Indexed Tree,...)."
2104,E:\DATN\dataframe\train_file\30.txt,"Cây là một cấu trúc dữ liệu gồm một tập hữu hạn các nút (nodes), giữa các nút có một quan hệ phân cấp gọi là quan hệ ""cha - con""."
2105,E:\DATN\dataframe\train_file\30.txt,Có một nút đặc biệt trên cây gọi là nút gốc (root).
2106,E:\DATN\dataframe\train_file\30.txt,Cây cũng là một đối tượng có thể định nghĩa đệ quy:
